id,path,score,ref_text,hyp_text,audio_array,sampling_rate,status,verification_status,model_used,norm_ref,norm_hyp,model_results
198,a1eea9b4e72b6a7.mp3,100.0,Побач агнямі пераліваліся вітрыны прадуктовага магазіна.,Побач агнямі пераліваліся вітрыны прадуктовага магазіна.,"[ 0.          0.          0.         ... -0.00023567 -0.00019398
 -0.00013995]",44100,processed,correct,imported_csv,побач агнямі пераліваліся вітрыны прадуктовага магазіна,побач агнямі пераліваліся вітрыны прадуктовага магазіна,"{'imported_csv': {'hyp_text': 'Побач агнямі пераліваліся вітрыны прадуктовага магазіна.', 'score': 100.0, 'norm_ref': 'побач агнямі пераліваліся вітрыны прадуктовага магазіна', 'norm_hyp': 'побач агнямі пераліваліся вітрыны прадуктовага магазіна'}}"
199,3ad7d7c01d1ebc1.mp3,100.0,Металічнымі вежамі ўзвышаліся выстаўленыя кансервы.,Металічнымі вежамі ўзвышаліся выстаўленыя кансервы.,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.6319489e-05 2.4363871e-05
 2.4903216e-05]",44100,processed,correct,imported_csv,металічнымі вежамі ўзвышаліся выстаўленыя кансервы,металічнымі вежамі ўзвышаліся выстаўленыя кансервы,"{'imported_csv': {'hyp_text': 'Металічнымі вежамі ўзвышаліся выстаўленыя кансервы.', 'score': 100.0, 'norm_ref': 'металічнымі вежамі ўзвышаліся выстаўленыя кансервы', 'norm_hyp': 'металічнымі вежамі ўзвышаліся выстаўленыя кансервы'}}"
200,093e20fd7d62851.mp3,100.0,Рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы.,рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы.,"[ 0.          0.          0.         ... -0.0003158  -0.00030396
 -0.00022089]",44100,processed,correct,gemini-2.5-flash,рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы,рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы,"{'imported_csv': {'hyp_text': 'Рудоватыя круглыя боханы хлеба ляжалі паміж палок сухой каўбасы.', 'score': 96.82539682539682, 'norm_ref': 'рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы', 'norm_hyp': 'рудоватыя круглыя боханы хлеба ляжалі паміж палок сухой каўбасы'}, 'gemini-2.5-flash-lite': {'hyp_text': 'рудаватыя круглявыя боханы хлеба ляжалі паміж палкаў сухой каўбасы', 'score': 96.12403100775194, 'norm_ref': 'рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы', 'norm_hyp': 'рудаватыя круглявыя боханы хлеба ляжалі паміж палкаў сухой каўбасы'}, 'gemini-2.5-flash': {'hyp_text': 'рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы.', 'score': 100.0, 'norm_ref': 'рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы', 'norm_hyp': 'рудаватыя круглыя боханы хлеба ляжалі паміж палак сухой каўбасы'}}"
201,71e65b37accca78.mp3,100.0,На ватнай посцілцы ляжалі прывялыя яблыкі. Гронка тлустых гусей была падвешана на вяроўцы.,"на ватнай посцілцы ляжалі прывялыя яблыкі, гронка тлустых гусей была падвешана на вяроўцы,","[ 0.          0.          0.         ... -0.00063608 -0.00055001
 -0.00037848]",44100,processed,correct,batch_gemini-2.5-pro,на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы,на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы,"{'imported_csv': {'hyp_text': 'На ватнай пасцілцы ляжалі прывялыя яблыкі. Громка тлустых гусей было падвешана на вяроўцы.', 'score': 96.5909090909091, 'norm_ref': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы', 'norm_hyp': 'на ватнай пасцілцы ляжалі прывялыя яблыкі громка тлустых гусей было падвешана на вяроўцы'}, 'gemini-2.5-flash-lite': {'hyp_text': 'На ватнай посцелцы ляжалі прывялыя яблыкі. Громка тлустых гусей было падвешана на верауцы.', 'score': 93.18181818181819, 'norm_ref': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы', 'norm_hyp': 'на ватнай посцелцы ляжалі прывялыя яблыкі громка тлустых гусей было падвешана на верауцы'}, 'gemini-2.5-flash': {'hyp_text': 'на ватнай посцілцы ляжалі правялыя яблыкі. Гронка тлустых гусей была падвешана на вяроўцы.', 'score': 98.86363636363636, 'norm_ref': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы', 'norm_hyp': 'на ватнай посцілцы ляжалі правялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы'}, 'gemini-3-flash-preview': {'hyp_text': 'На ватнай посцілцы ляжалі правялыя яблыкі, грамада тлустых гусей была падвешана на вяроўцы, і...', 'score': 93.85474860335195, 'norm_ref': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы', 'norm_hyp': 'на ватнай посцілцы ляжалі правялыя яблыкі грамада тлустых гусей была падвешана на вяроўцы і'}, 'gemini-2.5-pro': {'hyp_text': 'на ватнай посцілцы ляжалі прывялыя яблыкі, гронка тлустых гусей была падвешана на вяроўцы,', 'score': 100.0, 'norm_ref': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы', 'norm_hyp': 'на ватнай посцілцы ляжалі прывялыя яблыкі гронка тлустых гусей была падвешана на вяроўцы'}}"
202,b3b6e8644052c31.mp3,100.0,Вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў.,вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў.,"[ 0.          0.          0.         ... -0.00060877 -0.00068669
 -0.00050587]",44100,processed,correct,gemini-3-flash-preview,вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў,вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў,"{'imported_csv': {'hyp_text': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштетаў.', 'score': 98.0, 'norm_ref': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў', 'norm_hyp': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштетаў'}, 'gemini-2.5-flash-lite': {'hyp_text': 'вабелі жоўтыя, ружовыя букеты, вэндліны і паштэтаў', 'score': 93.87755102040816, 'norm_ref': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў', 'norm_hyp': 'вабелі жоўтыя ружовыя букеты вэндліны і паштэтаў'}, 'gemini-2.5-flash': {'hyp_text': 'вабілі жоўтыя ружовыя букеты, вэндліны і паштэтаў.', 'score': 95.91836734693877, 'norm_ref': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў', 'norm_hyp': 'вабілі жоўтыя ружовыя букеты вэндліны і паштэтаў'}, 'gemini-3-flash-preview': {'hyp_text': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў.', 'score': 100.0, 'norm_ref': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў', 'norm_hyp': 'вабілі жоўтыя і ружовыя букеты вяндліны і паштэтаў'}}"
203,70343ea77299d2a.mp3,100.0,Мы селі на лаўку каля сквера. Было свежа.,Мы селі на лаўку каля сквера было свежа,"[ 0.          0.          0.         ... -0.00166662 -0.00181298
 -0.00140804]",44100,processed,correct,imported_csv,мы селі на лаўку каля сквера было свежа,мы селі на лаўку каля сквера было свежа,"{'imported_csv': {'hyp_text': 'Мы селі на лаўку каля сквера было свежа', 'score': 100.0, 'norm_ref': 'мы селі на лаўку каля сквера было свежа', 'norm_hyp': 'мы селі на лаўку каля сквера было свежа'}}"
204,215e8b5e1e733b8.mp3,100.0,"Месяц, нібы электрычная лямпачка, вісеў над дамамі.","Месяц, нібы электрычная лямпачка, вісеў над дамамі.","[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -9.357286e-06 -4.440031e-05
 -8.594707e-06]",44100,processed,correct,imported_csv,месяц нібы электрычная лямпачка вісеў над дамамі,месяц нібы электрычная лямпачка вісеў над дамамі,"{'imported_csv': {'hyp_text': 'Месяц, нібы электрычная лямпачка, вісеў над дамамі.', 'score': 100.0, 'norm_ref': 'месяц нібы электрычная лямпачка вісеў над дамамі', 'norm_hyp': 'месяц нібы электрычная лямпачка вісеў над дамамі'}}"
205,b82d995de374275.mp3,100.0,Ужо даўно пераваліла за поўнач. Непадалёк на вуліцы рабочыя паставілі палатку.,"Ужо даўно пераваліла за поўнач. Непадалёк на вуліцы рабочыя паставілі палатку,","[ 0.          0.          0.         ... -0.00464064 -0.00655254
 -0.00519033]",44100,processed,correct,imported_csv,ужо даўно пераваліла за поўнач непадалёк на вуліцы рабочыя паставілі палатку,ужо даўно пераваліла за поўнач непадалёк на вуліцы рабочыя паставілі палатку,"{'imported_csv': {'hyp_text': 'Ужо даўно пераваліла за поўнач. Непадалёк на вуліцы рабочыя паставілі палатку,', 'score': 100.0, 'norm_ref': 'ужо даўно пераваліла за поўнач непадалёк на вуліцы рабочыя паставілі палатку', 'norm_hyp': 'ужо даўно пераваліла за поўнач непадалёк на вуліцы рабочыя паставілі палатку'}}"
206,f96d39089e16de0.mp3,100.0,Яны працавалі на трамвайнай лініі. Шыпелі зварачныя апараты. Россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі.,"Яны працавалі на трамвайнай лініі. Шыпелі зварачныя апараты, россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі.",[0.         0.         0.         ... 0.00424712 0.00484602 0.0039982 ],44100,processed,correct,gemini-2.5-flash,яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі,яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі,"{'imported_csv': {'hyp_text': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты росыпы іскры пырскалі над сагнутымі цёмнымі постацямі', 'score': 98.23008849557522, 'norm_ref': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі', 'norm_hyp': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты росыпы іскры пырскалі над сагнутымі цёмнымі постацямі'}, 'gemini-2.5-flash-lite': {'hyp_text': 'яны працавалі над трамвайнай лініяй, шыпелі зварачныя апараты, россыпы іскраў пірскалі над сагнутымі цёмнымі постацямі', 'score': 97.3913043478261, 'norm_ref': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі', 'norm_hyp': 'яны працавалі над трамвайнай лініяй шыпелі зварачныя апараты россыпы іскраў пірскалі над сагнутымі цёмнымі постацямі'}, 'gemini-2.5-flash': {'hyp_text': 'Яны працавалі на трамвайнай лініі. Шыпелі зварачныя апараты, россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі.', 'score': 100.0, 'norm_ref': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі', 'norm_hyp': 'яны працавалі на трамвайнай лініі шыпелі зварачныя апараты россыпы іскраў пырскалі над сагнутымі цёмнымі постацямі'}}"
207,14240f03ccfb456.mp3,96.7741935483871,"Побач з імі, як палявыя кухні, дымелі катлы з гарачым асфальтам.","Побач з імі, як палявыя кухні, дыміліся катлы з гарачым асфальтам.","[ 0.          0.          0.         ... -0.00045075 -0.00038862
 -0.00028602]",44100,processed,incorrect,batch_gemini-2.5-pro,побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам,побач з імі як палявыя кухні дыміліся катлы з гарачым асфальтам,"{'imported_csv': {'hyp_text': 'Побач з імі, як палявыя кухні, дыміліся катлы з гарачым асфальтам.', 'score': 96.7741935483871, 'norm_ref': 'побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам', 'norm_hyp': 'побач з імі як палявыя кухні дыміліся катлы з гарачым асфальтам'}, 'gemini-2.5-flash-lite': {'hyp_text': 'або ж з імі, як палявыя кухні, дыміліся катлы з гарачым асфальтам.', 'score': 90.32258064516128, 'norm_ref': 'побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам', 'norm_hyp': 'або ж з імі як палявыя кухні дыміліся катлы з гарачым асфальтам'}, 'gemini-2.5-flash': {'hyp_text': 'вобач з імі, як палявыя кухні дыміліся катлы з гарачым асфальтам,', 'score': 95.16129032258065, 'norm_ref': 'побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам', 'norm_hyp': 'вобач з імі як палявыя кухні дыміліся катлы з гарачым асфальтам'}, 'gemini-3-flash-preview': {'hyp_text': 'Обапал шашы, як палявыя кухні, дыміліся катлы з гарачым асфальтам.', 'score': 85.48387096774194, 'norm_ref': 'побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам', 'norm_hyp': 'обапал шашы як палявыя кухні дыміліся катлы з гарачым асфальтам'}, 'gemini-2.5-pro': {'hyp_text': 'Побач з імі, як палявыя кухні, дыміліся катлы з гарачым асфальтам.', 'score': 96.7741935483871, 'norm_ref': 'побач з імі як палявыя кухні дымелі катлы з гарачым асфальтам', 'norm_hyp': 'побач з імі як палявыя кухні дыміліся катлы з гарачым асфальтам'}}"
208,a8cbe2df88018ad.mp3,100.0,Мы думалі кожны пра сваё.,Мы думалі... Кожны пра сваё.,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4366882e-04
 -1.3607832e-04 -6.5518616e-05]",44100,processed,correct,imported_csv,мы думалі кожны пра сваё,мы думалі кожны пра сваё,"{'imported_csv': {'hyp_text': 'Мы думалі... Кожны пра сваё.', 'score': 100.0, 'norm_ref': 'мы думалі кожны пра сваё', 'norm_hyp': 'мы думалі кожны пра сваё'}}"
209,4c9253cf7e5851f.mp3,99.06542056074767,"Дзіўная нядзеля, ці не праўда, Ота? Кёстэр згодна кіўнуў.","Дзіўная нядзеля, ці не праўда, Отам? Кёстэр згодна кіўнуў.",[0.         0.         0.         ... 0.00099645 0.00104577 0.00076172],44100,processed,correct,gemini-2.5-flash,дзіўная нядзеля ці не праўда ота кёстэр згодна кіўнуў,дзіўная нядзеля ці не праўда отам кёстэр згодна кіўнуў,"{'imported_csv': {'hyp_text': ' Дзіўная тыдзень, ці не праўда ў гэтым?  Кёстэр згодна кіўнуў.', 'score': 85.45454545454545, 'norm_ref': 'дзіўная нядзеля ці не праўда ота кёстэр згодна кіўнуў', 'norm_hyp': 'дзіўная тыдзень ці не праўда ў гэтым кёстэр згодна кіўнуў'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Дзіўная нядзеля, ці не праўда, о там.\nКёстэр згодна кіўнуў.', 'score': 98.14814814814815, 'norm_ref': 'дзіўная нядзеля ці не праўда ота кёстэр згодна кіўнуў', 'norm_hyp': 'дзіўная нядзеля ці не праўда о там кёстэр згодна кіўнуў'}, 'gemini-2.5-flash': {'hyp_text': 'Дзіўная нядзеля, ці не праўда, Отам? Кёстэр згодна кіўнуў.', 'score': 99.06542056074767, 'norm_ref': 'дзіўная нядзеля ці не праўда ота кёстэр згодна кіўнуў', 'norm_hyp': 'дзіўная нядзеля ці не праўда отам кёстэр згодна кіўнуў'}}"
210,38f434783485556.mp3,100.0,"Шчыра кажучы, радуешся, калі яна канчаецца.","Шчыра кажучы, радуешся, калі яна канчаецца.",[0.         0.         0.         ... 0.00085246 0.00087184 0.00048204],44100,processed,correct,gemini-2.5-flash,шчыра кажучы радуешся калі яна канчаецца,шчыра кажучы радуешся калі яна канчаецца,"{'imported_csv': {'hyp_text': 'Шчыра кажучы, радуючыся, клен заканчваецца.', 'score': 82.5, 'norm_ref': 'шчыра кажучы радуешся калі яна канчаецца', 'norm_hyp': 'шчыра кажучы радуючыся клен заканчваецца'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Шчыра кажучы, радуюся, калі яна канчаецца.', 'score': 96.20253164556962, 'norm_ref': 'шчыра кажучы радуешся калі яна канчаецца', 'norm_hyp': 'шчыра кажучы радуюся калі яна канчаецца'}, 'gemini-2.5-flash': {'hyp_text': 'Шчыра кажучы, радуешся, калі яна канчаецца.', 'score': 100.0, 'norm_ref': 'шчыра кажучы радуешся калі яна канчаецца', 'norm_hyp': 'шчыра кажучы радуешся калі яна канчаецца'}}"
211,547ca2aaf696dc8.mp3,100.0,Кёстэр паціснуў плячыма.,Кёстэр паціснуў плячыма.,[0.         0.         0.         ... 0.00064718 0.00060654 0.00041851],44100,processed,correct,batch_gemini-2.5-pro,кёстэр паціснуў плячыма,кёстэр паціснуў плячыма,"{'imported_csv': {'hyp_text': 'Костэр паціснуў плячыма.', 'score': 95.65217391304348, 'norm_ref': 'кёстэр паціснуў плячыма', 'norm_hyp': 'костэр паціснуў плячыма'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Кёстэр падціснуў плечыма', 'score': 93.61702127659575, 'norm_ref': 'кёстэр паціснуў плячыма', 'norm_hyp': 'кёстэр падціснуў плечыма'}, 'gemini-2.5-flash': {'hyp_text': 'Кёстэр падціснуў плячыма.', 'score': 97.87234042553192, 'norm_ref': 'кёстэр паціснуў плячыма', 'norm_hyp': 'кёстэр падціснуў плячыма'}, 'gemini-3-flash-preview': {'hyp_text': 'Косцер паціснуў плячыма.', 'score': 86.95652173913044, 'norm_ref': 'кёстэр паціснуў плячыма', 'norm_hyp': 'косцер паціснуў плячыма'}, 'gemini-2.5-pro': {'hyp_text': 'Кёстэр паціснуў плячыма.', 'score': 100.0, 'norm_ref': 'кёстэр паціснуў плячыма', 'norm_hyp': 'кёстэр паціснуў плячыма'}}"
212,f8be498fef232b2.mp3,98.4375,"Мусіць, так звыкаешся з працай, што крышка свабоды ўжо перашкаджае.","мусіць, так звыкаешся з працай, што крышку свабоды ўжо перашкаджае.",[0.         0.         0.         ... 0.00288028 0.00340419 0.0029166 ],44100,processed,incorrect,batch_gemini-2.5-pro,мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае,мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджае,"{'imported_csv': {'hyp_text': 'Мусіць, так звыкаешся з працай, што крышку свабоды ўжо перашкаджаем.', 'score': 97.67441860465115, 'norm_ref': 'мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае', 'norm_hyp': 'мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджаем'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Мусіць, так звыкаешся з працай, што крышку свабоды ўжо перашкаджаем.', 'score': 97.67441860465115, 'norm_ref': 'мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае', 'norm_hyp': 'мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджаем'}, 'gemini-2.5-flash': {'hyp_text': 'Мусіць так звыкаешся з працай, што крышку свабоды ўжо перашкаджае.', 'score': 98.4375, 'norm_ref': 'мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае', 'norm_hyp': 'мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджае'}, 'gemini-3-flash-preview': {'hyp_text': 'Мусіць, так звыкаешся з працай, што крышку свабоды ўжо перашкаджае.', 'score': 98.4375, 'norm_ref': 'мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае', 'norm_hyp': 'мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджае'}, 'gemini-2.5-pro': {'hyp_text': 'мусіць, так звыкаешся з працай, што крышку свабоды ўжо перашкаджае.', 'score': 98.4375, 'norm_ref': 'мусіць так звыкаешся з працай што крышка свабоды ўжо перашкаджае', 'norm_hyp': 'мусіць так звыкаешся з працай што крышку свабоды ўжо перашкаджае'}}"
213,178423ffc89d9e6.mp3,96.72131147540983,"Ён наставіў каўнер. Ёсць штосьці няправільнае ў нашым жыцці, Ота.",Я наставіў каўнер. Ёсць штосьці няправільнае ў нашым жыцці. От,[0.         0.         0.         ... 0.00449859 0.00575924 0.0045036 ],44100,processed,incorrect,batch_gemini-2.5-pro,ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота,я наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці от,"{'imported_csv': {'hyp_text': 'я наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці от', 'score': 96.72131147540983, 'norm_ref': 'ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота', 'norm_hyp': 'я наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці от'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Янаставіў каўнер.\nЯ штосьці няправільнае ў нашым жыцці.', 'score': 88.69565217391305, 'norm_ref': 'ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота', 'norm_hyp': 'янаставіў каўнер я штосьці няправільнае ў нашым жыцці'}, 'gemini-2.5-flash': {'hyp_text': 'Я наставіў каўнер. Ёсць штосьці няправільнае ў нашым жыцці. О', 'score': 95.86776859504133, 'norm_ref': 'ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота', 'norm_hyp': 'я наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці о'}, 'gemini-3-flash-preview': {'hyp_text': 'Не настаў каўнер.\nЁсць штосьці няправільнае ў нашым жыцці. От...', 'score': 95.86776859504133, 'norm_ref': 'ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота', 'norm_hyp': 'не настаў каўнер ёсць штосьці няправільнае ў нашым жыцці от'}, 'gemini-2.5-pro': {'hyp_text': 'Я наставіў каўнер. Ёсць штосьці няправільнае ў нашым жыцці. От', 'score': 96.72131147540983, 'norm_ref': 'ён наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці ота', 'norm_hyp': 'я наставіў каўнер ёсць штосьці няправільнае ў нашым жыцці от'}}"
214,dd46d7d1ce02482.mp3,100.0,Ён глянуў на мяне і ўсміхнуўся.,Ён глянуў на мяне і ўсміхнуўся.,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.9046772e-05
 -4.7051915e-05 -4.2549669e-05]",44100,processed,correct,imported_csv,ён глянуў на мяне і ўсміхнуўся,ён глянуў на мяне і ўсміхнуўся,"{'imported_csv': {'hyp_text': 'Ён глянуў на мяне і ўсміхнуўся.', 'score': 100.0, 'norm_ref': 'ён глянуў на мяне і ўсміхнуўся', 'norm_hyp': 'ён глянуў на мяне і ўсміхнуўся'}}"
215,cef418102c99488.mp3,100.0,"Было нешта іншае, Робі. Праўда, пагадзіўся я, але...","Было нешта іншае, Робі.  Праўда,  пагадзіўся я, але...",[0.         0.         0.         ... 0.00080875 0.00109478 0.00090433],44100,processed,correct,imported_csv,было нешта іншае робі праўда пагадзіўся я але,было нешта іншае робі праўда пагадзіўся я але,"{'imported_csv': {'hyp_text': 'Было нешта іншае, Робі.  Праўда,  пагадзіўся я, але...', 'score': 100.0, 'norm_ref': 'было нешта іншае робі праўда пагадзіўся я але', 'norm_hyp': 'было нешта іншае робі праўда пагадзіўся я але'}}"
216,51cf30694ca5e13.mp3,100.0,"Яркая ўспышка аўтагена пырснула зялёным святлом на асфальт,",Яркая ўспышка аўтагена пырснула зялёным святлом на асфальт.,"[ 0.          0.          0.         ... -0.00101367 -0.00103648
 -0.00073679]",44100,processed,correct,gemini-2.5-flash,яркая ўспышка аўтагена пырснула зялёным святлом на асфальт,яркая ўспышка аўтагена пырснула зялёным святлом на асфальт,"{'imported_csv': {'hyp_text': 'Яркая ўспышка аўтаэна пырснула зялёным святлом на асфальт,', 'score': 97.3913043478261, 'norm_ref': 'яркая ўспышка аўтагена пырснула зялёным святлом на асфальт', 'norm_hyp': 'яркая ўспышка аўтаэна пырснула зялёным святлом на асфальт'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Яркае ўспышка аўтагена пэрснула зялёным сьвятлом на асфальт', 'score': 95.72649572649573, 'norm_ref': 'яркая ўспышка аўтагена пырснула зялёным святлом на асфальт', 'norm_hyp': 'яркае ўспышка аўтагена пэрснула зялёным сьвятлом на асфальт'}, 'gemini-2.5-flash': {'hyp_text': 'Яркая ўспышка аўтагена пырснула зялёным святлом на асфальт.', 'score': 100.0, 'norm_ref': 'яркая ўспышка аўтагена пырснула зялёным святлом на асфальт', 'norm_hyp': 'яркая ўспышка аўтагена пырснула зялёным святлом на асфальт'}}"
217,5a01064be087787.mp3,100.0,"Як ты думаеш, закончым кадзілак да аўторка? Павінны. А чаму? Ды не, проста так.","Як ты думаеш, закончым кадзілак да аўторка? Павінны. А чаму? Ды не, проста так.","[ 0.          0.          0.         ... -0.00049656 -0.00044225
 -0.0003291 ]",44100,processed,correct,batch_gemini-2.5-pro,як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так,як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так,"{'imported_csv': {'hyp_text': 'Як ты думаеш, закончым ка дзелак да аўторка?  Павінны. А чаму?  Да не, проста так.', 'score': 96.5986394557823, 'norm_ref': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так', 'norm_hyp': 'як ты думаеш закончым ка дзелак да аўторка павінны а чаму да не проста так'}, 'gemini-2.5-flash-lite': {'hyp_text': 'як ты думаеш скончым калі лак да аўторка павінны а чаму ды не проста так', 'score': 95.17241379310344, 'norm_ref': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так', 'norm_hyp': 'як ты думаеш скончым калі лак да аўторка павінны а чаму ды не проста так'}, 'gemini-2.5-flash': {'hyp_text': 'Як ты думаеш, закончым кадылак да аўторка? Павінны. А чаму? Ды не, проста так.', 'score': 97.93103448275862, 'norm_ref': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так', 'norm_hyp': 'як ты думаеш закончым кадылак да аўторка павінны а чаму ды не проста так'}, 'gemini-3-flash-preview': {'hyp_text': 'Як ты думаеш, скончым мы справу да аўторка?\nПавінны.\nА чаму?\nДы не, проста так.', 'score': 87.67123287671232, 'norm_ref': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так', 'norm_hyp': 'як ты думаеш скончым мы справу да аўторка павінны а чаму ды не проста так'}, 'gemini-2.5-pro': {'hyp_text': 'Як ты думаеш, закончым кадзілак да аўторка? Павінны. А чаму? Ды не, проста так.', 'score': 100.0, 'norm_ref': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так', 'norm_hyp': 'як ты думаеш закончым кадзілак да аўторка павінны а чаму ды не проста так'}}"
218,019e2385b515973.mp3,100.0,Мы ўсталі і пайшлі дадому.,Мы ўсталі і пайшлі дадому.,"[ 0.          0.          0.         ... -0.00075707 -0.00087836
 -0.00066861]",44100,processed,correct,gemini-2.5-flash-lite,мы ўсталі і пайшлі дадому,мы ўсталі і пайшлі дадому,"{'imported_csv': {'hyp_text': 'Мы сталі і пайшлі дадому.', 'score': 97.95918367346938, 'norm_ref': 'мы ўсталі і пайшлі дадому', 'norm_hyp': 'мы сталі і пайшлі дадому'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Мы ўсталі і пайшлі дадому.', 'score': 100.0, 'norm_ref': 'мы ўсталі і пайшлі дадому', 'norm_hyp': 'мы ўсталі і пайшлі дадому'}}"
